  Func                               Cost    Frame   Height
  _ZN14sdp3x_airspeed4testEv          208        0        3
  _ZN15MavlinkReceiver27handle_message_command_longEP17__mavlink_message      208        0        6
> _ZN10ModuleBaseI3GPSE14run_trampolineEiPPc      208        0        3
  _ZN3Ekf19controlVelPosFusionEv      208        0        5
  _ZN7hmc58835startE11HMC5883_BUS8Rotation      208        0        4
> _ZN6PWMSim4initEv                   208        0        3
> _ZN4uORB10DeviceNode4openEP4file      208        0        3
  _ZN7lis3mdl5usageEv                 208        0        3
  _ZN7Sensors11instantiateEiPPc       208        0       10
> _ZN9Tiltrotor15update_fw_stateEv      208        0        4
> _ZN7control14BlockParamBaseC1EPNS_5BlockEPKcb      208        0        3
  _ZN9Navigator5startEv               208        0        3
> ms5611_main                         208        0        5
  _ZN14sdp3x_airspeed5resetEv         208        0        3
  _ZN3px46logger6Logger11instantiateEiPPc      208        0        5
  _ZN7sensors18VotedSensorsUpdate8mag_pollER17sensor_combined_s      208        0        8
  _ZN10ModuleBaseI7SensorsE4mainEiPPc      208        0        4
  _ZN21MavlinkMissionManagerC1EP7Mavlink      208        0        5
  _ZN3px46logger6Logger24write_all_add_logged_msgEv      208        0       11
  _ZN7hmc588311temp_enableE11HMC5883_BUSb      208        0        4
> fw_pos_control_l1_main              208        0        4
  _ZN7sensors23TemperatureCompensation17parameters_updateEv      208        0        6
> _ZN26TemperatureCalibrationBaro6finishEv      208        0        5
  _ZN14sdp3x_airspeed4infoEv          208        0        3
  _ZN6RCLossC1EP9NavigatorPKc         208        0        8
  _ZN7Mavlink18check_radio_configEv      208        0        3
> _ZN27TemperatureCalibrationAccel17reset_calibrationEv      208        0        4
> _ZN7control10SuperBlock19updateSubscriptionsEv@./src/modules/mc_pos_control/CMakeFiles/modules__mc_pos_control.dir/mc_pos_control_main.cpp.obj      208        0        4
> _ZN4Ekf23runEv                      208        0        9
  _ZN7px4flow4infoEv                  208        0        3
  _ZN7lis3mdl5resetE11LIS3MDL_BUS      208        0        4
  _ZN12_GLOBAL__N_111play_stringEPKcb      208        0        3
> _ZN12LidarLitePWM4initEv            208        0        6
  _ZN8Geofence7clearDmEv              208        0        5
> _ZN6PX4FMU16cycle_trampolineEPv      208        0        9
  _ZN15MavlinkReceiver29handle_message_manual_controlEP17__mavlink_message      208        0        7
  _ZN8load_mon7LoadMon11print_usageEPKc      208        0        3
> rgbled_main                         208        0        4
  _ZN7LIS3MDL17check_calibrationEv      208        0        3
> _ZN12GPSDriverMTK7receiveEj         208        0        4
> lis3mdl_main                        208        0        5
  _ZN4uORB16SubscriptionBase7updatedEv      208        0        3
> _ZN7control10SuperBlock19updateSubscriptionsEv@./src/modules/navigator/CMakeFiles/modules__navigator.dir/mission.cpp.obj      208        0        4
  _ZN8Standard10set_max_mcEj          208        0        3
  _ZN13meas_airspeed5startEi          208        0        7
  _ZN9Navigator19publish_vehicle_cmdERK17vehicle_command_s      208        0        6
  _ZN5PX4IO16io_handle_vservoEtt      208        0        6
  _ZN3Ekf13realignYawGPSEv            208        0        5
  _ZN3px46logger6Logger30add_thermal_calibration_topicsEv      208        0        5
> _ZL18vmount_thread_mainiPPc         208        0        8
  _ZN11MPU9250_mag12ak8963_resetEv      208        0        7
> at24c_test                          208       60        4
  _ZN8load_mon7LoadMon8_computeEv      208        0        7
  _ZN7Mavlink17mavlink_open_uartEiPKc      208        0        3
> _ZN7control10SuperBlock12updateParamsEv@./src/modules/navigator/CMakeFiles/modules__navigator.dir/geofence.cpp.obj      208        0        4
> _ZN7control10SuperBlock12updateParamsEv@./src/lib/controllib/CMakeFiles/lib__controllib.dir/block/Block.cpp.obj      208        0        4
> _ZN7control10SuperBlock12updateParamsEv@./src/modules/navigator/CMakeFiles/modules__navigator.dir/takeoff.cpp.obj      208        0        4
  _ZN6PWMSim9pwm_ioctlEP4fileim       208        0        5
> logger_main                         208        0        6
  _ZN7lis3mdl9calibrateE11LIS3MDL_BUS      208        0        4
  _ZN26GroundRoverPositionControlC1Ev      208        0        8
> hmc5883_main                        208        0        5
> _ZN10ModuleBaseI4Ekf2E14run_trampolineEiPPc      208        0       10
  _ZN7Mavlink9get_shellEv             208        0        4
  _ZN13CameraTrigger6statusEv         208        0        3
  _ZN7control5Block19updateSubscriptionsEv      208        0        3
> _ZN7control10SuperBlock18updatePublicationsEv@./src/lib/runway_takeoff/CMakeFiles/lib__runway_takeoff.dir/RunwayTakeoff.cpp.obj      208        0        4
> _ZN14CameraFeedback9task_mainEv      208        0        7
> mavlink_main                        208        0        4
  _ZN7MPU92509reset_mpuEv             208        0        4
  _ZN3px46logger6Logger13write_formatsEv      208        0       10
  _ZN6ms56114testE10MS5611_BUS        208        0        4
> _ZN7control10SuperBlock12updateParamsEv@./src/lib/runway_takeoff/CMakeFiles/lib__runway_takeoff.dir/RunwayTakeoff.cpp.obj      208        0        4
> _ZN26TemperatureCalibrationBase13set_parameterEPKcjPKv.isra.0@./src/modules/events/CMakeFiles/modules__events.dir/temperature_calibration/gyro.cpp.obj      208        0        3
> mpu6000_main                        208        0        6
> _ZN8load_mon7LoadMon12print_statusEv      208        0        3
  _ZN3RTLC1EP9NavigatorPKc            208        0        8
> _ZN7LIS3MDL5ioctlEP4fileim          208        0        4
  _ZN26MulticopterAttitudeControl5startEv      208        0        3
  _ZN3px46logger6Logger32add_system_identification_topicsEv      208        0        5
> _ZN5TRONE4initEv                    208        0        6
> _ZN18CameraInterfacePWM4infoEv      208        0        3
  _ZN7hmc58838find_busE11HMC5883_BUS      208        0        3
> mpu9250_main                        208        0        6
  _ZN21MavlinkMissionManager20switch_to_idle_stateEv      208        0        3
  _ZN6LoiterC1EP9NavigatorPKc         208        0        8
  _ZN4uORB12DeviceMaster7showTopEPPci      208        0        3
> _ZN15launchdetection20CatapultLaunchMethod6updateEf      208        0        3
  _ZN8Geofence11printStatusEv         208        0        3
> _ZN26MulticopterPositionControl18control_non_manualEf      208        0        6
  _ZN7lis3mdl4testE11LIS3MDL_BUS      208        0        4
> _ZN8Standard15update_mc_stateEv      208        0        4
  _ZN24FixedwingPositionControl5startEv      208        0        3
> _ZN7control10SuperBlock18updatePublicationsEv@./src/modules/navigator/CMakeFiles/modules__navigator.dir/geofence.cpp.obj      208        0        4
  _ZN12ets_airspeed5resetEv           208        0        3
  _ZN12ets_airspeed5startEi           208        0        7
  _ZN5PX4IO11print_debugEv            208        0        3
  _ZN26TemperatureCalibrationGyro22finish_sensor_instanceERN28TemperatureCalibrationCommonILi3ELi3EE13PerSensorDataEi      208        0        4
> _ZN6vmount13OutputMavlink6updateEPKNS_11ControlDataE      208        0        6
  _ZN7hmc58839calibrateE11HMC5883_BUS      208        0        4
  _ZN7mpu60004testE11MPU6000_BUS      208        0        5
  _ZN3GPS27initializeCommunicationDumpEv      208        0        6
  _ZN6l3gd205usageEv                  208        0        3
  _ZN7HMC58837collectEv               208        0        6
> flash_param_load                    196      124        3
  rx_dma_callback                     188       44        5
> get_distance_to_arc                 184       92        2
> param_import_internal               172      108        3
> get_distance_to_line                168       76        2
> at24c_bwrite                        164       92        3
> deserializeStringSequenceEndianness      160       36        6
> deserializeStringSequence           148       36        5
> perf_main                           148       20        3
  at24c_bread                         148       76        3
> serializeStringArrayEndianness      148       44        5
  registers_get                       144       36        4
> serializeSignedCharSequenceEndianness      140       20        5
> at24c_initialize                    140       68        3
  create_waypoint_from_line_and_dist      136       44        2
  _ZN24FixedwingPositionControl29get_waypoint_heading_distanceEfR19position_setpoint_sS1_b      136        0        3
> perf_print_all@./src/modules/px4iofirmware/CMakeFiles/px4io-v2.dir/__/systemlib/perf_counter.c.obj      128       20        2
> serializeStringArray                128       36        4
  perf_print_all@./src/modules/systemlib/CMakeFiles/modules__systemlib.dir/perf_counter.c.obj      128       20        2
  deserializeStringArrayEndianness      124       60        5
  frsky_send_frame2                   124       76        3
> serializeStringSequenceEndianness      120       52        4
> serializeCharSequence               120       36        4
> serializeCharSequenceEndianness      120       36        4
  serializeSignedCharSequence         120       36        4
> serializeUnsignedCharSequence       120       36        4
> serializeUnsignedCharSequenceEndianness      120       36        4
> _ZN22CameraInterfaceSeagullD0Ev      116        0        6
  _ZN22CameraInterfaceSeagullD1Ev      116        0        5
  _ZN18CameraInterfacePWMD1Ev         116        0        5
  up_pwm_trigger_deinit               116       28        4
> _ZN18CameraInterfacePWMD0Ev         116        0        6
> serializeLongArrayEndianness        112       36        4
> serializeUnsignedLongArrayEndianness      112       36        4
  deserializeStringArray              112       60        4
  adc_measure                         108       36        3
  perf_print_counter_buffer@./src/modules/systemlib/CMakeFiles/modules__systemlib.dir/perf_counter.c.obj      108      108        1
  perf_print_counter_fd@./src/modules/systemlib/CMakeFiles/modules__systemlib.dir/perf_counter.c.obj      108      108        1
> hx_stream_rx@./src/modules/px4iofirmware/CMakeFiles/px4io-v2.dir/__/systemlib/hx_stream.c.obj      108       36        3
> perf_print_counter_buffer@./src/modules/px4iofirmware/CMakeFiles/px4io-v2.dir/__/systemlib/perf_counter.c.obj      108      108        1
> hx_stream_rx@./src/modules/systemlib/CMakeFiles/modules__systemlib.dir/hx_stream.c.obj      108       36        3
> serializeLongDoubleSequenceEndianness      104       36        4
> serializeLongDoubleArrayEndianness      104       36        4
  serializeStringEndianness           104       36        4
  waypoint_from_heading_and_distance      104       84        2
> serializeUnsignedShortSequenceEndianness      104       36        4
> serializeLongSequenceEndianness      104       36        4
> serializeDoubleSequenceEndianness      104       36        4
> serializeIntArrayEndianness         104       36        4
> serializeUnsignedLongSequenceEndianness      104       36        4
  registers_set                       104       44        4
> serializeUnsignedIntArrayEndianness      104       36        4
> serializeDoubleArrayEndianness      104       36        4
> serializeUnsignedShortArrayEndianness      104       36        4
> serializeIntSequenceEndianness      104       36        4
> serializeShortSequenceEndianness      104       36        4
> io_timer_handler                    104       84        2
> serializeShortArrayEndianness       104       36        4
  _ZN7Mission30generate_waypoint_from_headingEP19position_setpoint_sf      104        0        3
> serializeFloatSequenceEndianness      104       36        4
> serializeFloatArrayEndianness       104       36        4
> serializeUnsignedIntSequenceEndianness      104       36        4
> _ZN9ToneAlarm5ioctlEP4fileim        100        0        5
> _ZN4uORB10DeviceNode15poll_notify_oneEP6pollfdh      100        0        5
  _ZN13CameraTrigger5startEv          100        0        5
> perf_print_counter_fd@./src/modules/px4iofirmware/CMakeFiles/px4io-v2.dir/__/systemlib/perf_counter.c.obj      100      100        1
> hx_stream_send@./src/modules/systemlib/CMakeFiles/modules__systemlib.dir/hx_stream.c.obj      100       28        3
> deserializeShortSequenceEndianness      100       28        5
> serializeStringSequence             100       44        3
> hrt_call_after@./src/modules/px4iofirmware/CMakeFiles/px4io-v2.dir/__/__/drivers/stm32/drv_hrt.c.obj      100       36        3
> _ZN9ToneAlarm5writeEP4filePKcj      100        0        5
  _ZN13CameraTrigger12toggle_powerEv      100        0        4
  param_load                          100       12        5
> pwm_limit_calc@./src/modules/px4iofirmware/CMakeFiles/px4io-v2.dir/__/systemlib/pwm_limit/pwm_limit.c.obj      100       60        3
  _ZN9ToneAlarm10start_tuneEPKc       100        0        4
> _ZN9ToneAlarm9next_noteEv           100        0        8
  _ZN5PWMIN10hard_resetEv             100        0        4
  hardfault_check_status              100       68        3
> hrt_call_at@./src/drivers/stm32/CMakeFiles/drivers__stm32.dir/drv_hrt.c.obj      100       36        3
> _ZN4uORB10DeviceNode5ioctlEP4fileim      100        0        5
> hx_stream_send@./src/modules/px4iofirmware/CMakeFiles/px4io-v2.dir/__/systemlib/hx_stream.c.obj      100       28        3
  _ZN4uORB10DeviceNode15appears_updatedEPNS0_14SubscriberDataE      100        0        4
> _ZN5PWMIN5ioctlEP4fileim            100        0        5
> hrt_call_at@./src/modules/px4iofirmware/CMakeFiles/px4io-v2.dir/__/__/drivers/stm32/drv_hrt.c.obj      100       36        3
  _ZN13CameraTrigger10shoot_onceEv      100        0        4
  hrt_call_after@./src/drivers/stm32/CMakeFiles/drivers__stm32.dir/drv_hrt.c.obj      100       36        3
  _ZN13CameraTrigger15update_distanceEv      100        0        5
> deserializeUnsignedShortSequenceEndianness      100       28        5
  px4_getopt                           96       76        2
  parameter_flashfs_write              96       44        2
> serializeShortSequence               92       36        3
> _Z27serialize_sensor_correctionPK19sensor_correction_sPcPjP8microCDR       92        0        4
> _Z26serialize_actuator_outputsPK18actuator_outputs_sPcPjP8microCDR       92        0        4
> _Z26serialize_estimator_statusPK18estimator_status_sPcPjP8microCDR       92        0        4
  serializeIntArray                    92       36        3
> _Z20serialize_output_pwmPK12output_pwm_sPcPjP8microCDR       92        0        4
> _Z23serialize_control_statePK15control_state_sPcPjP8microCDR       92        0        4
> serializeDoubleSequence              92       36        3
  serializeUnsignedShortArray          92       36        3
> _ZN6Loiter9on_activeEv               92        0        3
> serializeLongDoubleSequence          92       36        3
  _ZN6Loiter10repositionEv             92        0        2
> serializeUnsignedLongArray           92       36        3
> get_vector_to_next_waypoint          92       92        1
> _Z32serialize_vehicle_local_positionPK24vehicle_local_position_sPcPjP8microCDR       92        0        4
> _Z26serialize_ekf2_innovationsPK18ekf2_innovations_sPcPjP8microCDR       92        0        4
  sPort_send_GPS_TIME                  92       28        3
> serializeLongDoubleArray             92       36        3
> _Z35serialize_vehicle_attitude_setpointPK27vehicle_attitude_setpoint_sPcPjP8microCDR       92        0        4
> _Z33serialize_vehicle_global_positionPK25vehicle_global_position_sPcPjP8microCDR       92        0        4
> _Z27serialize_mount_orientationPK19mount_orientation_sPcPjP8microCDR       92        0        4
> _Z24serialize_camera_capturePK16camera_capture_sPcPjP8microCDR       92        0        4
> serializeLongArray                   92       36        3
> serializeUnsignedIntArray            92       36        3
> serializeFloatSequence               92       36        3
  _ZN6vmount10OutputBase23_handle_position_updateEb       92        0        4
  param_foreach                        92       36        5
  serializeFloatArray                  92       36        3
  serializeShortArray                  92       36        3
  _ZN7Mission17heading_sp_updateEv       92        0        2
> _Z25serialize_actuator_directPK17actuator_direct_sPcPjP8microCDR       92        0        4
  pwm_limit_calc@./src/modules/systemlib/CMakeFiles/modules__systemlib.dir/pwm_limit/pwm_limit.c.obj       92       52        3
  serializeDoubleArray                 92       36        3
> _Z25serialize_sensor_combinedPK17sensor_combined_sPcPjP8microCDR       92        0        4
> _Z26serialize_vehicle_attitudePK18vehicle_attitude_sPcPjP8microCDR       92        0        4
> serializeLongSequence                92       36        3
> serializeUnsignedShortSequence       92       36        3
  _ZN7Mission22set_align_mission_itemEP14mission_item_sS1_       92        0        2
> _Z26serialize_rc_parameter_mapPK18rc_parameter_map_sPcPjP8microCDR       92        0        4
> _Z21serialize_rc_channelsPK13rc_channels_sPcPjP8microCDR       92        0        4
> _Z20serialize_adc_reportPK12adc_report_sPcPjP8microCDR       92        0        4
> _ZL7do_showPKcb                      92        0        6
  get_bearing_to_next_waypoint         92       92        1
  _ZN21ECL_L1_Pos_Controller15navigate_loiterERKN4math6VectorILj2EEES4_faS4_       92        0        3
> serializeUnsignedIntSequence         92       36        3
> _Z27serialize_actuator_controlsPK19actuator_controls_sPcPjP8microCDR       92        0        4
  param_hash_check                     92       28        5
> serializeIntSequence                 92       36        3
  _ZN26GroundRoverPositionControl16control_positionERKN4math6VectorILj2EEERKNS1_ILj3EEERK27position_setpoint_triplet_s       92        0        4
  bson_encoder_append_int              92       52        3
> _Z23serialize_att_pos_mocapPK15att_pos_mocap_sPcPjP8microCDR       92        0        4
  _ZN21ECL_L1_Pos_Controller18navigate_waypointsERKN4math6VectorILj2EEES4_S4_S4_       92        0        3
> _Z20serialize_qshell_reqPK12qshell_req_sPcPjP8microCDR       92        0        4
> serializeUnsignedLongSequence        92       36        3
> _Z18serialize_input_rcPK10input_rc_sPcPjP8microCDR       92        0        4
  serializeString                      92       36        3
> _Z21serialize_ekf2_replayPK13ekf2_replay_sPcPjP8microCDR       92        0        4
> _Z20serialize_hil_sensorPK12hil_sensor_sPcPjP8microCDR       92        0        4
> param_find_internal                  88       44        4
  param_reset_all_internal             88       20        4
  io_timer_channel_init@./src/drivers/stm32/CMakeFiles/drivers__stm32.dir/drv_io_timer.c.obj       88       60        3
> _Z21serialize_mavlink_logPK13mavlink_log_sPcPjP8microCDR       84        0        4
  _ZN7control10BlockParamIfEC1EPNS_5BlockEPKcb       84        0        7
> hrt_tim_isr@./src/modules/px4iofirmware/CMakeFiles/px4io-v2.dir/__/__/drivers/stm32/drv_hrt.c.obj       84       44        3
  param_get                            84       20        5
> _Z21serialize_ulog_streamPK13ulog_stream_sPcPjP8microCDR       84        0        4
  _ZN26MulticopterPositionControl17parameters_updateEb       84        0        6
  _ZN4Ekf211instantiateEiPPc           84        0        9
> fat_dma_alloc                        84       12        3
  _ZN14CameraFeedbackC1Ev              84        0        6
  _ZN6RGBLED13update_paramsEv          84        0        6
  _ZN7control15BlockDerivativeC1EPNS_10SuperBlockEPKc       84        0        8
  _ZN6PX4FMU19update_pwm_rev_maskEv       84        0        6
  _Z22read_accelerometer_avgiRA3_iRA3_A6_A3_fjj       84        0        6
> _Z34serialize_uavcan_parameter_requestPK26uavcan_parameter_request_sPcPjP8microCDR       84        0        4
  _ZN6vmount20InputMavlinkCmdMountC1Ev       84        0        6
  _ZN7Mavlink21mavlink_update_systemEv       84        0        6
> _Z28serialize_transponder_reportPK20transponder_report_sPcPjP8microCDR       84        0        4
> _Z18serialize_gps_dumpPK10gps_dump_sPcPjP8microCDR       84        0        4
  serializeSignedCharArray             84       28        3
  _ZN7control10BlockParamIRiEC1EPNS_5BlockEPKcbS1_       84        0        7
> _ZN9Tiltrotor17parameters_updateEv       84        0        6
  get_distance_to_point_global_wgs84       84       84        1
> _Z25serialize_gps_inject_dataPK17gps_inject_data_sPcPjP8microCDR       84        0        4
  _ZN7control10BlockParamIRiE6updateEv       84        0        6
  _ZN19VtolAttitudeControlC1Ev         84        0        7
> _ZN10Tailsitter17parameters_updateEv       84        0        6
  safety_init                          84       28        3
> _ZN13land_detector21FixedwingLandDetector14_update_paramsEv       84        0        6
> _ZN12MissionBlockC1EP9NavigatorPKc       84        0        8
  _ZN19VtolAttitudeControl22parameters_update_pollEv       84        0        7
  failsafe_led_init                    84       28        3
  _ZN26MulticopterAttitudeControl17parameters_updateEv       84        0        7
> _Z32serialize_uavcan_parameter_valuePK24uavcan_parameter_value_sPcPjP8microCDR       84        0        4
> _ZN6RGBLED4initEv                    84        0        7
  _ZN7control10BlockParamIiE6updateEv       84        0        6
  _ZN9ToneAlarm10start_noteEj          84        0        7
> _ZN24MavlinkParametersManager10send_paramEti.part.2       84        0        6
  _ZN26MulticopterPositionControlC1Ev       84        0        9
  _ZN26GroundRoverAttitudeControlC1Ev       84        0        7
  _ZN26MulticopterAttitudeControl21parameter_update_pollEv       84        0        8
> hrt_tim_isr@./src/drivers/stm32/CMakeFiles/drivers__stm32.dir/drv_hrt.c.obj       84       44        3
  _ZN13land_detector12LandDetector13_check_paramsEb       84        0        6
> _ZN6RGBLED3ledEv                     84        0        7
> _Z21serialize_log_messagePK13log_message_sPcPjP8microCDR       84        0        4
  _ZN4Ekf2C1Ev                         84        0        8
  _ZN7control10BlockParamIiEC1EPNS_5BlockEPKcb       84        0        7
  _ZN24FixedwingAttitudeControlC1Ev       84        0        7
  _ZN9CommanderL17check_calibrationERN15DriverFramework9DevHandleEPKcRi       84        0        6
  _ZN7control10BlockParamIfE6updateEv       84        0        6
  _Z26get_circuit_breaker_paramsv       84        0        7
  _ZN26MulticopterAttitudeControlC1Ev       84        0        8
  _ZN13land_detector23MulticopterLandDetector14_update_paramsEv       84        0        6
> _ZN13land_detector16VtolLandDetector14_update_paramsEv       84        0        7
> _ZN8Standard17parameters_updateEv       84        0        6
  _ZN26GroundRoverAttitudeControl17parameters_updateEv       84        0        6
  map_projection_reproject             84       84        1
  serializeBoolArray                   84       28        3
  _ZN3px46logger6Logger12get_log_timeEP2tmb       84        0        6
> _Z20serialize_debug_vectPK12debug_vect_sPcPjP8microCDR       84        0        4
  _ZN19VtolAttitudeControl17parameters_updateEv       84        0        6
  serializeCharArray                   84       28        3
  _ZN24FixedwingAttitudeControl17parameters_updateEv       84        0        6
  serializeUnsignedCharArray           84       28        3
  _ZL13update_paramsR16ParameterHandlesR10ParametersRb       84        0        6
  _ZN6PX4FMU16update_pwm_trimsEv       84        0        6
> _Z25serialize_debug_key_valuePK17debug_key_value_sPcPjP8microCDR       84        0        4
> _Z24serialize_satellite_infoPK16satellite_info_sPcPjP8microCDR       84        0        4
> _Z25serialize_task_stack_infoPK17task_stack_info_sPcPjP8microCDR       84        0        4
  _ZN15launchdetection20CatapultLaunchMethodC1EPN7control10SuperBlockE       84        0        8
  _ZN7control10BlockParamIRfEC1EPNS_5BlockEPKcbS1_       84        0        7
  _ZN7control10BlockParamIRfE6updateEv       84        0        6
  param_get_used_index                 84       28        5
  circuit_breaker_enabled              84        0        6
  _ZN26MulticopterPositionControl10update_refEv       84        0        3
> deserializeShortSequence             80       20        4
> deserializeUnsignedShortSequence       80       20        4
  frsky_send_frame1                    76       28        3
  serializeUnsignedLongEndianness       76       20        3
  _ZN7Mission23do_need_move_to_takeoffEv       76        0        2
  frsky_send_frame3                    76       28        3
> at24c_eraseall                       76       76        1
  _ZN18EstimatorInterface10setGpsDataEyPN9estimator11gps_messageE       76        0        3
  _ZN26MulticopterPositionControl12control_autoEf       76        0        4
  bson_encoder_append_binary           76       36        3
  map_projection_project               76       76        1
  _ZN7Mission20do_need_move_to_landEv       76        0        2
> bson_encoder_append_string           76       36        3
  bson_encoder_append_double           76       36        3
  get_distance_to_next_waypoint        76       76        1
  _ZN7Mission22altitude_sp_foh_updateEv       76        0        4
  _ZN6vmount10OutputBase16_calculate_pitchEddfRK25vehicle_global_position_s       76        0        3
  _ZN24FixedwingPositionControl29calculate_gndspeed_undershootERKN4math6VectorILj2EEES4_RK19position_setpoint_sS7_       76        0        2
  _ZN3Ekf11gps_is_goodEPN9estimator11gps_messageE       76        0        2
  serializeLongEndianness              76       20        3
> _ZN10Tailsitter15scale_mc_outputEv       72        0        3
> io_timer_trigger@./src/modules/px4iofirmware/CMakeFiles/px4io-v2.dir/__/__/drivers/stm32/drv_io_timer.c.obj       72       52        2
> perf_count@./src/modules/px4iofirmware/CMakeFiles/px4io-v2.dir/__/systemlib/perf_counter.c.obj       72       52        2
> _ZN5SDP3X7collectEv                  72        0        3
> _ZN4SF0X5cycleEv                     72        0        4
> deserializeLongDoubleArrayEndianness       72       36        4
> _ZN7MPU92504readEP4filePcj           72        0        5
  _ZN4SF0X7collectEv                   72        0        3
> _ZN12MEASAirspeed7collectEv          72        0        3
> _ZN7LSM303D4readEP4filePcj           72        0        6
  _ZN3ADC7_sampleEj                    72        0        3
> _ZN5TRONE5cycleEv                    72        0        4
> _ZN6MS56117collectEv                 72        0        3
  _ZN12PX4IO_serial13_do_interruptEv       72        0        3
  _ZN5TRONE7collectEv                  72        0        3
  _ZN7MPU925015check_registersEv       72        0        3
> _ZN12PX4IO_serial10_interruptEiPv       72        0        4
  _ZN6L3GD207measureEv                 72        0        5
> _ZN6L3GD204readEP4filePcj            72        0        6
> deserializeLongArrayEndianness       72       36        4
> deserializeIntArrayEndianness        72       36        4
> _ZN7MPU60007measureEv.part.4         72        0        4
  _ZN6L3GD2015check_registersEv        72        0        4
  _ZN4SF0X7measureEv                   72        0        3
> _ZN12LidarLiteI2C7measureEv          72        0        3
  _ZN11MPU9250_mag8_measureE11ak8963_regs       72        0        3
  _ZN7HMC58839set_rangeEj              72        0        3
  _ZN7HMC588310check_confEv            72        0        3
> _ZN6MS56117measureEv                 72        0        3
> _ZN7MPU60005ioctlEP4fileim           72        0        5
  _ZN7HMC588328set_temperature_compensationEj       72        0        3
> _ZN11MPU9250_mag4readEP4filePcj       72        0        5
> _ZN11ETSAirspeed5cycleEv             72        0        4
> deserializeDoubleArrayEndianness       72       36        4
> _ZN12PX4IO_serial5writeEjPvj         72        0        4
  _ZN7LIS3MDL7measureEv                72        0        3
> _ZN5PX4IO5writeEP4filePKcj           72        0        3
> deserializeUnsignedLongArrayEndianness       72       36        4
  _ZN7HMC588311check_rangeEv           72        0        3
  _ZN7HMC588314set_excitementEj        72        0        3
  _ZN12PX4IO_serial14_wait_completeEv       72        0        3
> deserializeUnsignedIntArrayEndianness       72       36        4
> _ZN6MS55257collectEv                 72        0        3
> _ZN5TRONE4readEP4filePcj             72        0        4
  _ZN7LSM303D15check_registersEv       72        0        4
> _ZN12MEASAirspeed7measureEv          72        0        3
  _ZN7MPU925015check_null_dataEPjh       72        0        3
  _ZN7LIS3MDL9set_rangeEj              72        0        3
  _ZN7MPU92509self_testEv              72        0        5
> _ZN11ETSAirspeed7collectEv           72        0        3
  perf_end@./src/modules/systemlib/CMakeFiles/modules__systemlib.dir/perf_counter.c.obj       72       52        2
  _ZN5TRONE7measureEv                  72        0        3
  deserializeShortArrayEndianness       72       36        4
> _ZN4SF0X4readEP4filePcj              72        0        4
  _ZN7MPU60005resetEv                  72        0        4
  perf_count@./src/modules/systemlib/CMakeFiles/modules__systemlib.dir/perf_counter.c.obj       72       52        2
  deserializeUnsignedShortArrayEndianness       72       36        4
> _ZN7MPU925014gyro_self_testEv        72        0        6
> _ZN12PX4IO_serial4readEjPvj          72        0        4
> _ZN7LSM303D11mag_measureEv           72        0        3
  parameter_flashfs_read               72       20        2
> _ZN12LidarLitePWM7measureEv          72        0        3
> _ZN7MPU60004readEP4filePcj           72        0        3
  _ZN7LIS3MDL10check_confEv            72        0        3
  _ZN7PX4FLOW7measureEv                72        0        3
> _ZN12LidarLiteI2C7collectEv          72        0        3
> _ZN7MPU92509gyro_readEP4filePcj       72        0        5
> deserializeFloatArrayEndianness       72       36        4
  _ZN7MPU600015check_registersEv       72        0        3
> _ZN5TRONE5probeEv                    72        0        4
  _ZN7MPU925015check_duplicateEPh       72        0        3
> _ZN7MPU925015accel_self_testEv       72        0        6
  _ZN7HMC58837measureEv                72        0        3
> io_timer_trigger@./src/drivers/stm32/CMakeFiles/drivers__stm32.dir/drv_io_timer.c.obj       72       52        2
  _ZN7LSM303D7measureEv                72        0        5
> _ZN11ETSAirspeed7measureEv           72        0        3
> _ZN7MPU60009gyro_readEP4filePcj       72        0        3
> _ZN11MPU9250_mag7measureEv           72        0        4
> _ZN7PX4FLOW5probeEv                  72        0        4
  _ZN7MPU92507measureEv                72        0        4
  serializeIntEndianness               68       12        3
  serializeDoubleEndianness            68       12        3
  param_autosave                       68       28        3
  serializeFloatEndianness             68       12        3
  serializeShortEndianness             68       12        3
  frsky_update_topics                  68       68        2
  serializeUnsignedShortEndianness       68       12        3
  serializeUnsignedIntEndianness       68       12        3
  serializeLongDoubleEndianness        68       12        3
> deserializeUnsignedLongSequenceEndianness       64       28        4
  deserializeStringEndianness          64       28        4
> hrt_call_internal@./src/modules/px4iofirmware/CMakeFiles/px4io-v2.dir/__/__/drivers/stm32/drv_hrt.c.obj       64       36        2
> deserializeLongSequenceEndianness       64       28        4
  board_get_uuid32_formated            64       60        2
> deserializeSignedCharSequenceEndianness       64       28        4
> deserializeUnsignedIntSequenceEndianness       64       28        4
  hrt_call_internal@./src/drivers/stm32/CMakeFiles/drivers__stm32.dir/drv_hrt.c.obj       64       36        2
> parameter_flashfs_init               64       12        2
> deserializeDoubleSequenceEndianness       64       28        4
  param_get_value_ptr                  64       20        4
> deserializeFloatSequenceEndianness       64       28        4
> deserializeIntSequenceEndianness       64       28        4
> deserializeUnsignedCharSequenceEndianness       64       28        4
> deserializeLongDoubleSequenceEndianness       64       28        4
> perf_end@./src/modules/px4iofirmware/CMakeFiles/px4io-v2.dir/__/systemlib/perf_counter.c.obj       64       44        2
